Read 1:350
	1	2	3	4	5	6	7	8	9	10	11	12
A	0.043	0.041	0.043	0.039	0.039	0.035							Read 1:350
B	0.039	0.039	0.039	0.042	0.039	0.044							Read 1:350
C	0.039	0.041	0.041	0.040	0.040	0.044							Read 1:350
D	0.045	0.047	0.046	0.044	0.041	0.045							Read 1:350
E	0.044	0.041	0.043	0.042	0.046	0.058							Read 1:350
F	0.044	0.043	0.050	0.042	0.043	0.041							Read 1:350
G	0.042	0.038	0.040	0.040	0.042	0.042							Read 1:350
H	0.032	0.032	0.032	0.041	0.040	0.041							Read 1:350

Read 3:350
	1	2	3	4	5	6	7	8	9	10	11	12
A	0.100	0.098	0.103	0.041	0.042	0.043							Read 3:350
B	0.089	0.088	0.089	0.100	0.093	0.100							Read 3:350
C	0.061	0.064	0.064	0.076	0.080	0.086							Read 3:350
D	0.049	0.051	0.051	0.049	0.047	0.050							Read 3:350
E	0.090	0.086	0.088	0.086	0.092	0.097							Read 3:350
F	0.051	0.056	0.052	0.078	0.075	0.076							Read 3:350
G	0.113	0.107	0.109	0.108	0.114	0.111							Read 3:350
H	0.035	0.035	0.035	0.145	0.129	0.106							Read 3:350

Read 2:350

Kinetic read	A1	A2	A3	A4	A5	A6	B1	B2	B3	B4	B5	B6	C1	C2	C3	C4	C5	C6	D1	D2	D3	D4	D5	D6	E1	E2	E3	E4	E5	E6	F1	F2	F3	F4	F5	F6	G1	G2	G3	G4	G5	G6	H1	H2	H3	H4	H5	H6
0:05.94	0.050	0.048	0.051	0.035	0.038	0.038	0.050	0.050	0.056	0.072	0.060	0.067	0.043	0.051	0.045	0.057	0.052	0.090	0.044	0.051	0.051	0.054	0.048	0.075	0.052	0.052	0.063	0.058	0.069	0.128	0.057	0.051	0.066	0.057	0.054	0.051	0.059	0.061	0.060	0.051	0.072	0.059	0.357	0.675	0.249	1.022	1.000	0.846
0:06.03	0.050	0.048	0.051	0.036	0.038	0.038	0.050	0.050	0.056	0.072	0.060	0.067	0.043	0.050	0.045	0.057	0.052	0.091	0.044	0.051	0.051	0.054	0.047	0.074	0.052	0.052	0.063	0.058	0.069	0.129	0.057	0.051	0.066	0.057	0.054	0.051	0.059	0.061	0.060	0.051	0.072	0.059	0.357	0.678	0.249	1.026	1.002	0.845
0:06.12	0.049	0.048	0.051	0.036	0.038	0.038	0.050	0.050	0.056	0.072	0.060	0.067	0.043	0.050	0.045	0.057	0.052	0.090	0.044	0.052	0.051	0.055	0.048	0.074	0.052	0.052	0.063	0.058	0.069	0.129	0.057	0.051	0.066	0.057	0.054	0.051	0.059	0.061	0.060	0.051	0.072	0.059	0.360	0.676	0.249	1.023	0.998	0.845
0:06.21	0.049	0.048	0.051	0.036	0.038	0.038	0.050	0.050	0.056	0.072	0.060	0.067	0.043	0.050	0.045	0.057	0.052	0.090	0.045	0.051	0.051	0.055	0.048	0.075	0.052	0.052	0.063	0.058	0.069	0.129	0.057	0.051	0.066	0.057	0.054	0.051	0.059	0.061	0.060	0.051	0.072	0.059	0.357	0.675	0.250	1.022	0.998	0.843
0:06.30	0.049	0.048	0.051	0.035	0.038	0.038	0.050	0.050	0.056	0.071	0.060	0.067	0.043	0.050	0.045	0.057	0.052	0.090	0.045	0.051	0.051	0.054	0.048	0.075	0.052	0.052	0.063	0.057	0.069	0.129	0.056	0.051	0.066	0.057	0.054	0.051	0.059	0.061	0.060	0.051	0.072	0.059	0.357	0.672	0.250	1.023	0.997	0.846
0:06.39	0.049	0.048	0.051	0.035	0.038	0.038	0.050	0.050	0.056	0.071	0.060	0.067	0.043	0.050	0.045	0.057	0.052	0.090	0.045	0.051	0.051	0.055	0.048	0.074	0.052	0.052	0.063	0.058	0.069	0.128	0.057	0.051	0.066	0.057	0.054	0.050	0.059	0.061	0.060	0.051	0.071	0.058	0.357	0.677	0.250	1.023	0.997	0.845
0:06.48	0.049	0.048	0.051	0.036	0.038	0.038	0.050	0.049	0.056	0.071	0.060	0.067	0.043	0.050	0.045	0.057	0.052	0.090	0.044	0.052	0.051	0.055	0.048	0.075	0.052	0.052	0.063	0.058	0.069	0.129	0.057	0.051	0.066	0.057	0.054	0.050	0.059	0.061	0.060	0.051	0.071	0.059	0.358	0.674	0.249	1.022	0.998	0.846
0:06.57	0.049	0.048	0.051	0.036	0.038	0.038	0.050	0.049	0.055	0.071	0.060	0.067	0.043	0.050	0.045	0.057	0.052	0.090	0.044	0.052	0.051	0.055	0.048	0.074	0.052	0.052	0.063	0.058	0.069	0.128	0.057	0.051	0.066	0.057	0.054	0.051	0.059	0.061	0.060	0.051	0.071	0.059	0.356	0.674	0.248	1.024	1.002	0.842
0:06.66	0.049	0.048	0.051	0.036	0.038	0.038	0.050	0.049	0.056	0.071	0.060	0.067	0.043	0.050	0.045	0.057	0.052	0.089	0.044	0.051	0.051	0.055	0.047	0.074	0.052	0.052	0.063	0.058	0.068	0.128	0.056	0.051	0.066	0.057	0.054	0.050	0.059	0.061	0.060	0.051	0.071	0.059	0.356	0.672	0.249	1.021	1.001	0.847
0:06.75	0.049	0.048	0.051	0.036	0.039	0.038	0.050	0.049	0.055	0.071	0.060	0.067	0.043	0.050	0.045	0.057	0.052	0.089	0.044	0.051	0.051	0.054	0.048	0.074	0.052	0.052	0.063	0.058	0.068	0.128	0.057	0.051	0.066	0.057	0.054	0.050	0.059	0.061	0.060	0.051	0.071	0.059	0.356	0.672	0.250	1.022	0.997	0.842
0:06.84	0.049	0.048	0.051	0.036	0.038	0.038	0.050	0.049	0.055	0.071	0.060	0.066	0.043	0.050	0.045	0.057	0.052	0.090	0.045	0.052	0.051	0.054	0.048	0.074	0.052	0.052	0.063	0.057	0.069	0.128	0.057	0.051	0.066	0.057	0.054	0.050	0.059	0.061	0.060	0.051	0.071	0.058	0.358	0.676	0.248	1.023	1.004	0.845
0:06.93	0.049	0.048	0.051	0.036	0.038	0.038	0.050	0.049	0.055	0.071	0.060	0.067	0.043	0.050	0.045	0.057	0.051	0.090	0.045	0.051	0.051	0.055	0.048	0.074	0.052	0.052	0.063	0.057	0.068	0.128	0.057	0.051	0.066	0.057	0.054	0.050	0.059	0.061	0.060	0.051	0.071	0.058	0.357	0.676	0.249	1.021	0.997	0.844
0:07.02	0.049	0.047	0.050	0.036	0.038	0.038	0.050	0.049	0.055	0.071	0.060	0.066	0.043	0.050	0.045	0.057	0.051	0.090	0.045	0.052	0.051	0.055	0.048	0.074	0.052	0.052	0.063	0.057	0.068	0.129	0.057	0.051	0.066	0.057	0.054	0.050	0.059	0.061	0.059	0.051	0.071	0.058	0.357	0.677	0.250	1.023	1.003	0.844
0:07.11	0.049	0.047	0.050	0.036	0.038	0.038	0.050	0.049	0.055	0.071	0.060	0.066	0.043	0.050	0.045	0.056	0.051	0.089	0.044	0.051	0.051	0.055	0.048	0.074	0.052	0.052	0.063	0.057	0.068	0.128	0.057	0.051	0.066	0.057	0.054	0.050	0.059	0.061	0.059	0.051	0.071	0.058	0.356	0.673	0.249	1.025	1.000	0.846
0:07.20	0.049	0.048	0.050	0.035	0.038	0.038	0.049	0.049	0.055	0.071	0.060	0.066	0.043	0.050	0.045	0.056	0.052	0.090	0.045	0.051	0.051	0.054	0.048	0.074	0.051	0.052	0.063	0.057	0.068	0.128	0.057	0.051	0.066	0.057	0.054	0.050	0.059	0.060	0.059	0.051	0.071	0.058	0.358	0.672	0.249	1.023	0.998	0.845
0:07.29	0.049	0.047	0.050	0.036	0.038	0.038	0.049	0.049	0.055	0.071	0.059	0.066	0.043	0.050	0.045	0.056	0.051	0.090	0.045	0.051	0.051	0.055	0.048	0.075	0.051	0.052	0.063	0.057	0.068	0.128	0.057	0.051	0.066	0.057	0.054	0.050	0.059	0.061	0.059	0.051	0.071	0.058	0.356	0.671	0.249	1.021	0.998	0.844
0:07.38	0.049	0.047	0.050	0.036	0.038	0.038	0.049	0.049	0.055	0.071	0.059	0.066	0.043	0.050	0.045	0.056	0.051	0.089	0.045	0.051	0.051	0.055	0.048	0.075	0.051	0.052	0.063	0.057	0.068	0.128	0.056	0.051	0.066	0.057	0.053	0.050	0.059	0.060	0.059	0.051	0.071	0.058	0.356	0.668	0.249	1.024	0.999	0.844
0:07.47	0.049	0.047	0.050	0.035	0.038	0.038	0.049	0.049	0.055	0.071	0.060	0.066	0.043	0.050	0.045	0.057	0.051	0.090	0.044	0.052	0.051	0.055	0.048	0.074	0.051	0.052	0.063	0.057	0.068	0.128	0.056	0.051	0.066	0.056	0.053	0.050	0.059	0.060	0.059	0.050	0.071	0.058	0.356	0.674	0.249	1.023	0.999	0.842
0:07.56	0.049	0.047	0.050	0.036	0.038	0.038	0.049	0.049	0.055	0.071	0.059	0.066	0.043	0.050	0.045	0.056	0.051	0.089	0.044	0.052	0.051	0.054	0.048	0.074	0.051	0.052	0.063	0.057	0.068	0.127	0.057	0.051	0.066	0.057	0.054	0.050	0.059	0.060	0.059	0.050	0.071	0.058	0.356	0.674	0.249	1.024	0.999	0.844
0:07.65	0.049	0.047	0.050	0.036	0.038	0.038	0.049	0.049	0.055	0.070	0.059	0.066	0.043	0.050	0.045	0.056	0.051	0.089	0.045	0.051	0.051	0.054	0.048	0.074	0.052	0.052	0.063	0.057	0.068	0.127	0.057	0.051	0.066	0.057	0.053	0.050	0.059	0.060	0.059	0.051	0.071	0.058	0.356	0.669	0.248	1.022	0.999	0.844
0:07.74	0.049	0.047	0.050	0.036	0.038	0.038	0.049	0.049	0.055	0.070	0.059	0.066	0.043	0.050	0.045	0.056	0.051	0.090	0.044	0.051	0.051	0.054	0.048	0.074	0.051	0.052	0.063	0.057	0.068	0.128	0.057	0.051	0.066	0.056	0.054	0.050	0.059	0.060	0.059	0.051	0.071	0.058	0.357	0.671	0.249	1.024	1.002	0.842
0:07.83	0.049	0.047	0.050	0.036	0.038	0.038	0.049	0.049	0.055	0.071	0.059	0.066	0.043	0.050	0.045	0.056	0.051	0.089	0.044	0.051	0.051	0.055	0.048	0.074	0.051	0.051	0.062	0.057	0.068	0.128	0.057	0.051	0.066	0.056	0.054	0.050	0.059	0.060	0.059	0.050	0.071	0.058	0.357	0.673	0.248	1.024	0.999	0.845
0:07.92	0.049	0.047	0.050	0.036	0.038	0.038	0.049	0.049	0.055	0.070	0.059	0.066	0.043	0.050	0.045	0.056	0.051	0.090	0.044	0.052	0.051	0.055	0.048	0.074	0.051	0.051	0.063	0.057	0.068	0.128	0.057	0.051	0.066	0.057	0.053	0.050	0.059	0.060	0.059	0.050	0.071	0.058	0.357	0.672	0.249	1.024	1.002	0.846
0:08.01	0.049	0.047	0.050	0.035	0.038	0.038	0.049	0.049	0.055	0.071	0.059	0.066	0.043	0.050	0.045	0.056	0.051	0.089	0.044	0.051	0.051	0.055	0.048	0.074	0.051	0.051	0.063	0.057	0.068	0.128	0.057	0.051	0.066	0.056	0.054	0.050	0.059	0.060	0.059	0.050	0.070	0.058	0.355	0.670	0.249	1.023	1.000	0.847
0:08.10	0.049	0.047	0.050	0.036	0.038	0.038	0.049	0.049	0.055	0.070	0.059	0.066	0.043	0.050	0.045	0.056	0.051	0.089	0.044	0.051	0.051	0.054	0.048	0.074	0.051	0.051	0.062	0.057	0.068	0.128	0.057	0.051	0.066	0.056	0.053	0.050	0.059	0.060	0.059	0.050	0.070	0.058	0.356	0.675	0.249	1.022	1.000	0.844
0:08.19	0.048	0.047	0.050	0.036	0.039	0.038	0.049	0.049	0.055	0.070	0.059	0.066	0.043	0.050	0.045	0.056	0.051	0.089	0.044	0.051	0.051	0.054	0.048	0.075	0.051	0.051	0.063	0.057	0.068	0.127	0.057	0.051	0.066	0.056	0.053	0.050	0.059	0.060	0.059	0.050	0.071	0.058	0.355	0.670	0.249	1.025	1.000	0.843
0:08.28	0.049	0.047	0.050	0.036	0.039	0.038	0.049	0.049	0.055	0.070	0.059	0.066	0.043	0.050	0.045	0.056	0.051	0.089	0.044	0.052	0.051	0.055	0.048	0.074	0.051	0.051	0.062	0.057	0.068	0.128	0.056	0.051	0.066	0.056	0.053	0.050	0.059	0.060	0.059	0.050	0.070	0.058	0.355	0.672	0.249	1.022	1.000	0.844
0:08.37	0.048	0.047	0.050	0.035	0.038	0.038	0.049	0.049	0.055	0.070	0.059	0.066	0.043	0.050	0.045	0.056	0.051	0.089	0.044	0.051	0.051	0.054	0.048	0.075	0.051	0.051	0.062	0.057	0.068	0.127	0.056	0.051	0.066	0.056	0.053	0.050	0.059	0.060	0.059	0.050	0.070	0.058	0.355	0.673	0.249	1.022	0.997	0.845
0:08.46	0.048	0.047	0.050	0.036	0.038	0.038	0.049	0.049	0.054	0.070	0.059	0.065	0.043	0.050	0.045	0.056	0.051	0.089	0.044	0.051	0.051	0.054	0.048	0.075	0.051	0.051	0.062	0.057	0.068	0.128	0.057	0.051	0.066	0.056	0.053	0.050	0.059	0.060	0.059	0.050	0.070	0.058	0.356	0.672	0.248	1.021	0.997	0.843
0:08.55	0.048	0.047	0.049	0.035	0.038	0.038	0.049	0.048	0.055	0.070	0.059	0.065	0.043	0.050	0.045	0.056	0.051	0.089	0.045	0.051	0.051	0.054	0.048	0.075	0.051	0.051	0.062	0.057	0.067	0.129	0.056	0.051	0.066	0.056	0.053	0.050	0.059	0.060	0.059	0.050	0.070	0.058	0.356	0.673	0.249	1.022	0.999	0.842
0:08.64	0.048	0.047	0.049	0.036	0.039	0.038	0.049	0.049	0.054	0.070	0.059	0.065	0.043	0.050	0.045	0.056	0.051	0.088	0.045	0.052	0.051	0.055	0.048	0.074	0.051	0.051	0.062	0.057	0.067	0.127	0.057	0.051	0.066	0.056	0.053	0.050	0.059	0.060	0.059	0.050	0.070	0.057	0.355	0.670	0.249	1.022	1.001	0.845
0:08.73	0.048	0.047	0.049	0.036	0.038	0.038	0.049	0.049	0.055	0.070	0.059	0.065	0.043	0.050	0.045	0.056	0.051	0.089	0.044	0.051	0.051	0.054	0.048	0.075	0.051	0.051	0.062	0.057	0.068	0.127	0.057	0.051	0.066	0.056	0.053	0.050	0.058	0.060	0.059	0.050	0.070	0.058	0.355	0.671	0.249	1.023	1.000	0.843
0:08.82	0.048	0.047	0.049	0.036	0.038	0.038	0.049	0.048	0.054	0.070	0.059	0.065	0.043	0.050	0.045	0.056	0.051	0.089	0.044	0.052	0.051	0.054	0.048	0.074	0.051	0.051	0.062	0.057	0.067	0.127	0.057	0.051	0.066	0.056	0.053	0.050	0.059	0.060	0.059	0.050	0.070	0.057	0.356	0.670	0.249	1.024	0.999	0.843
0:08.91	0.048	0.047	0.049	0.036	0.038	0.038	0.049	0.049	0.054	0.070	0.059	0.065	0.043	0.050	0.045	0.056	0.051	0.089	0.044	0.052	0.051	0.055	0.048	0.075	0.051	0.051	0.062	0.057	0.067	0.127	0.057	0.051	0.066	0.056	0.053	0.050	0.058	0.060	0.059	0.050	0.070	0.058	0.355	0.669	0.249	1.021	1.000	0.846
0:09.00	0.048	0.047	0.049	0.036	0.038	0.038	0.048	0.048	0.054	0.070	0.059	0.065	0.043	0.050	0.045	0.056	0.051	0.089	0.044	0.051	0.051	0.054	0.048	0.074	0.051	0.051	0.062	0.057	0.067	0.127	0.057	0.051	0.066	0.056	0.053	0.050	0.058	0.060	0.059	0.050	0.070	0.058	0.355	0.675	0.249	1.022	1.000	0.844
0:09.09	0.048	0.047	0.049	0.036	0.039	0.038	0.048	0.048	0.054	0.070	0.059	0.066	0.043	0.050	0.045	0.056	0.051	0.088	0.044	0.051	0.051	0.055	0.048	0.074	0.051	0.051	0.062	0.057	0.067	0.127	0.057	0.051	0.066	0.056	0.053	0.050	0.059	0.060	0.059	0.050	0.070	0.058	0.355	0.673	0.247	1.023	0.999	0.845
0:09.18	0.048	0.047	0.049	0.036	0.039	0.038	0.048	0.048	0.054	0.070	0.059	0.065	0.043	0.050	0.045	0.056	0.051	0.089	0.044	0.051	0.051	0.054	0.048	0.075	0.051	0.051	0.062	0.057	0.067	0.127	0.057	0.051	0.066	0.056	0.053	0.050	0.058	0.060	0.059	0.050	0.070	0.057	0.356	0.671	0.248	1.023	0.998	0.845
0:09.27	0.048	0.047	0.049	0.036	0.038	0.038	0.048	0.048	0.054	0.070	0.059	0.065	0.042	0.050	0.045	0.056	0.051	0.088	0.045	0.051	0.051	0.055	0.048	0.074	0.051	0.051	0.062	0.057	0.067	0.127	0.057	0.051	0.066	0.056	0.053	0.050	0.058	0.060	0.059	0.050	0.070	0.057	0.355	0.672	0.249	1.025	0.997	0.844
0:09.36	0.048	0.047	0.049	0.036	0.039	0.038	0.048	0.048	0.054	0.070	0.058	0.065	0.043	0.050	0.045	0.056	0.051	0.089	0.044	0.051	0.051	0.054	0.048	0.074	0.051	0.051	0.062	0.056	0.067	0.127	0.056	0.051	0.066	0.056	0.053	0.050	0.058	0.059	0.059	0.050	0.070	0.057	0.353	0.667	0.248	1.023	0.997	0.847
0:09.45	0.048	0.047	0.049	0.036	0.038	0.038	0.048	0.048	0.054	0.070	0.058	0.065	0.043	0.050	0.044	0.056	0.051	0.088	0.044	0.052	0.051	0.055	0.048	0.074	0.051	0.051	0.062	0.056	0.067	0.127	0.056	0.051	0.066	0.056	0.053	0.050	0.058	0.059	0.059	0.050	0.070	0.057	0.357	0.672	0.249	1.022	0.999	0.844
0:09.54	0.048	0.047	0.049	0.036	0.039	0.038	0.048	0.048	0.054	0.070	0.059	0.065	0.043	0.050	0.045	0.056	0.051	0.089	0.044	0.052	0.051	0.054	0.048	0.074	0.051	0.051	0.062	0.056	0.067	0.126	0.056	0.051	0.066	0.056	0.053	0.049	0.058	0.059	0.059	0.050	0.070	0.057	0.355	0.676	0.248	1.021	0.999	0.843
0:09.63	0.048	0.047	0.049	0.036	0.038	0.038	0.048	0.048	0.054	0.069	0.058	0.065	0.042	0.050	0.045	0.056	0.051	0.088	0.044	0.052	0.051	0.054	0.048	0.074	0.051	0.051	0.062	0.056	0.067	0.127	0.057	0.051	0.066	0.056	0.053	0.050	0.058	0.059	0.059	0.050	0.070	0.057	0.356	0.672	0.249	1.021	1.000	0.845
0:09.72	0.048	0.047	0.049	0.035	0.038	0.038	0.048	0.048	0.054	0.070	0.058	0.065	0.043	0.050	0.045	0.056	0.051	0.088	0.044	0.052	0.051	0.054	0.048	0.075	0.051	0.051	0.062	0.057	0.067	0.128	0.057	0.051	0.066	0.056	0.053	0.049	0.058	0.059	0.059	0.050	0.070	0.057	0.355	0.670	0.248	1.022	1.001	0.846
0:09.81	0.048	0.047	0.049	0.036	0.038	0.038	0.048	0.048	0.054	0.070	0.058	0.065	0.042	0.050	0.044	0.056	0.051	0.087	0.044	0.052	0.051	0.054	0.048	0.074	0.051	0.051	0.062	0.056	0.067	0.126	0.057	0.051	0.066	0.056	0.053	0.049	0.058	0.059	0.059	0.050	0.069	0.057	0.358	0.671	0.249	1.023	0.999	0.844
0:09.90	0.048	0.047	0.049	0.036	0.039	0.038	0.048	0.048	0.054	0.070	0.058	0.065	0.043	0.050	0.044	0.056	0.051	0.088	0.044	0.052	0.051	0.054	0.048	0.074	0.051	0.051	0.062	0.056	0.067	0.127	0.056	0.051	0.066	0.056	0.053	0.049	0.058	0.059	0.059	0.050	0.070	0.057	0.358	0.673	0.250	1.026	1.000	0.842
0:09.99	0.048	0.047	0.049	0.036	0.039	0.038	0.048	0.048	0.054	0.070	0.058	0.065	0.043	0.050	0.044	0.056	0.051	0.088	0.044	0.052	0.051	0.055	0.048	0.074	0.051	0.051	0.062	0.056	0.067	0.127	0.056	0.051	0.066	0.056	0.053	0.049	0.058	0.059	0.059	0.050	0.070	0.057	0.356	0.669	0.248	1.023	1.003	0.846
0:10.08	0.048	0.047	0.048	0.036	0.038	0.038	0.048	0.048	0.054	0.070	0.058	0.065	0.042	0.050	0.045	0.056	0.051	0.089	0.044	0.052	0.051	0.054	0.048	0.074	0.051	0.051	0.062	0.056	0.067	0.126	0.056	0.051	0.066	0.056	0.053	0.050	0.058	0.059	0.059	0.050	0.070	0.057	0.353	0.671	0.249	1.024	1.001	0.843
0:10.17	0.048	0.046	0.048	0.036	0.038	0.038	0.048	0.048	0.054	0.070	0.058	0.065	0.042	0.050	0.044	0.056	0.051	0.088	0.044	0.052	0.051	0.055	0.048	0.074	0.051	0.051	0.062	0.056	0.067	0.127	0.056	0.051	0.066	0.056	0.053	0.049	0.058	0.059	0.059	0.050	0.070	0.057	0.354	0.672	0.246	1.021	1.001	0.843
0:10.26	0.048	0.047	0.048	0.036	0.039	0.038	0.048	0.048	0.054	0.069	0.058	0.064	0.042	0.050	0.045	0.056	0.051	0.088	0.044	0.051	0.051	0.054	0.048	0.074	0.051	0.051	0.062	0.056	0.067	0.127	0.056	0.051	0.066	0.056	0.053	0.049	0.058	0.059	0.059	0.050	0.069	0.057	0.354	0.670	0.249	1.026	0.999	0.843
0:10.35	0.048	0.047	0.048	0.036	0.038	0.038	0.048	0.048	0.054	0.069	0.058	0.065	0.042	0.050	0.044	0.056	0.051	0.088	0.044	0.052	0.051	0.054	0.048	0.074	0.051	0.051	0.062	0.056	0.067	0.127	0.056	0.051	0.066	0.056	0.053	0.049	0.058	0.059	0.059	0.050	0.069	0.057	0.355	0.672	0.249	1.022	0.996	0.843
0:10.44	0.048	0.046	0.048	0.035	0.039	0.038	0.048	0.048	0.054	0.069	0.058	0.064	0.042	0.050	0.044	0.056	0.051	0.088	0.044	0.052	0.051	0.055	0.048	0.074	0.051	0.051	0.062	0.056	0.067	0.126	0.056	0.051	0.066	0.056	0.053	0.049	0.058	0.059	0.059	0.050	0.069	0.057	0.356	0.674	0.248	1.023	1.000	0.844
0:10.53	0.048	0.046	0.048	0.036	0.038	0.038	0.048	0.048	0.054	0.069	0.058	0.064	0.043	0.050	0.044	0.056	0.051	0.088	0.045	0.051	0.051	0.055	0.048	0.075	0.051	0.051	0.062	0.056	0.067	0.126	0.057	0.051	0.066	0.056	0.053	0.049	0.058	0.059	0.059	0.050	0.069	0.057	0.354	0.672	0.249	1.023	0.999	0.844
0:10.62	0.048	0.046	0.048	0.036	0.039	0.038	0.048	0.048	0.054	0.069	0.058	0.064	0.042	0.050	0.045	0.056	0.051	0.088	0.044	0.051	0.051	0.055	0.048	0.074	0.051	0.051	0.062	0.056	0.067	0.126	0.057	0.051	0.066	0.056	0.053	0.049	0.058	0.059	0.059	0.050	0.069	0.057	0.353	0.672	0.249	1.024	1.001	0.845
0:10.71	0.048	0.046	0.048	0.036	0.038	0.038	0.048	0.048	0.054	0.069	0.058	0.065	0.042	0.050	0.044	0.056	0.051	0.088	0.044	0.051	0.051	0.055	0.048	0.074	0.051	0.051	0.062	0.056	0.067	0.126	0.056	0.051	0.066	0.056	0.053	0.049	0.058	0.059	0.059	0.050	0.069	0.057	0.354	0.675	0.247	1.021	1.000	0.843
0:10.80	0.048	0.046	0.048	0.036	0.039	0.038	0.048	0.048	0.054	0.069	0.058	0.064	0.042	0.050	0.045	0.056	0.051	0.088	0.044	0.051	0.051	0.055	0.048	0.075	0.051	0.051	0.062	0.056	0.067	0.126	0.057	0.051	0.066	0.056	0.053	0.049	0.058	0.059	0.059	0.050	0.069	0.057	0.356	0.672	0.248	1.022	0.998	0.846
0:10.89	0.048	0.046	0.048	0.036	0.038	0.038	0.048	0.048	0.053	0.069	0.058	0.064	0.042	0.050	0.044	0.056	0.051	0.088	0.044	0.051	0.051	0.054	0.048	0.074	0.051	0.051	0.062	0.056	0.067	0.126	0.057	0.051	0.066	0.056	0.053	0.049	0.058	0.059	0.058	0.050	0.069	0.057	0.352	0.672	0.248	1.024	0.998	0.843
0:10.98	0.048	0.046	0.048	0.036	0.039	0.038	0.047	0.048	0.053	0.069	0.058	0.064	0.042	0.050	0.044	0.056	0.051	0.088	0.044	0.052	0.051	0.055	0.048	0.074	0.051	0.051	0.062	0.056	0.066	0.126	0.056	0.051	0.066	0.056	0.053	0.049	0.058	0.059	0.058	0.050	0.069	0.057	0.356	0.674	0.250	1.023	1.000	0.847
0:11.07	0.048	0.046	0.048	0.036	0.038	0.038	0.047	0.048	0.053	0.069	0.058	0.064	0.042	0.050	0.044	0.056	0.051	0.087	0.044	0.052	0.051	0.054	0.048	0.074	0.050	0.051	0.062	0.056	0.066	0.127	0.056	0.051	0.066	0.056	0.053	0.049	0.058	0.059	0.058	0.050	0.069	0.057	0.354	0.676	0.249	1.022	1.002	0.843
0:11.16	0.048	0.046	0.048	0.036	0.038	0.038	0.047	0.048	0.053	0.069	0.058	0.064	0.042	0.050	0.044	0.055	0.051	0.088	0.044	0.051	0.051	0.055	0.048	0.074	0.050	0.051	0.062	0.056	0.067	0.126	0.056	0.051	0.066	0.056	0.053	0.049	0.058	0.059	0.058	0.050	0.069	0.057	0.356	0.670	0.249	1.026	0.997	0.844
0:11.25	0.048	0.046	0.048	0.036	0.038	0.038	0.047	0.048	0.053	0.069	0.058	0.064	0.042	0.050	0.044	0.056	0.051	0.088	0.044	0.051	0.051	0.055	0.048	0.074	0.051	0.051	0.062	0.056	0.066	0.126	0.057	0.051	0.066	0.056	0.053	0.049	0.058	0.059	0.058	0.050	0.069	0.057	0.354	0.676	0.248	1.022	1.000	0.844
0:11.34	0.048	0.046	0.048	0.036	0.038	0.038	0.047	0.048	0.053	0.069	0.058	0.064	0.042	0.050	0.044	0.056	0.051	0.088	0.044	0.051	0.051	0.054	0.048	0.074	0.051	0.051	0.062	0.056	0.066	0.126	0.057	0.051	0.066	0.056	0.053	0.049	0.058	0.059	0.058	0.050	0.069	0.057	0.355	0.668	0.248	1.022	0.999	0.846
0:11.43	0.048	0.046	0.048	0.036	0.038	0.038	0.047	0.048	0.053	0.069	0.058	0.064	0.042	0.050	0.044	0.056	0.051	0.088	0.044	0.051	0.051	0.054	0.048	0.074	0.051	0.051	0.062	0.056	0.066	0.126	0.056	0.051	0.066	0.056	0.053	0.049	0.058	0.059	0.058	0.050	0.069	0.056	0.353	0.673	0.248	1.023	1.001	0.844
0:11.52	0.048	0.046	0.048	0.036	0.038	0.038	0.047	0.048	0.053	0.069	0.057	0.064	0.042	0.050	0.044	0.056	0.051	0.088	0.044	0.051	0.051	0.055	0.048	0.074	0.050	0.051	0.062	0.056	0.066	0.126	0.056	0.051	0.066	0.056	0.053	0.049	0.058	0.059	0.058	0.050	0.069	0.056	0.353	0.675	0.249	1.025	0.998	0.845
0:11.61	0.048	0.046	0.048	0.036	0.038	0.038	0.047	0.048	0.053	0.069	0.058	0.064	0.042	0.050	0.044	0.056	0.051	0.088	0.044	0.051	0.051	0.054	0.048	0.074	0.050	0.051	0.062	0.056	0.066	0.126	0.056	0.051	0.066	0.056	0.053	0.049	0.058	0.059	0.058	0.050	0.069	0.056	0.355	0.673	0.250	1.023	1.000	0.843
0:11.70	0.048	0.046	0.048	0.036	0.038	0.038	0.047	0.047	0.053	0.069	0.058	0.064	0.042	0.050	0.044	0.055	0.051	0.087	0.044	0.051	0.051	0.055	0.048	0.075	0.050	0.051	0.062	0.056	0.066	0.126	0.056	0.051	0.066	0.056	0.053	0.049	0.058	0.059	0.058	0.050	0.069	0.056	0.354	0.669	0.249	1.021	1.003	0.844
0:11.79	0.047	0.046	0.048	0.035	0.039	0.038	0.047	0.048	0.053	0.069	0.057	0.064	0.042	0.050	0.044	0.056	0.051	0.088	0.044	0.052	0.051	0.054	0.048	0.074	0.050	0.051	0.061	0.056	0.066	0.127	0.057	0.051	0.066	0.056	0.053	0.049	0.058	0.059	0.058	0.050	0.069	0.056	0.354	0.674	0.248	1.021	1.001	0.844
